id,Review,aspect category,aspect category1,aspect category2,polarity,polarity1,polarity2
538,"['The app lacks integration with QuickBooks Online, but to be realistic no app has integration with QuickBooks Online.']",['other'],[''],[''],0,,
539,"['The only drawback I can point out is when I create a new invoice using the mobile app, the invoice doesnâ€™t get the next serial number, I need to manually change it.']",['accounting method'],['auto update'],[''],0,0,
540,['I donâ€™t like paying the subscription amount but the investment is worth it. My only issue is I can enter only a percentage and not a discount amount. When I give discount to a client I need to manually calculate the percentage and arrive at the correct amount to quote to the client.'],['functionality'],['time'],[''],0,0,
541,"['I can't think of much, really. Maybe they ought to have further flexibility on their invoice templates. Specifically offering day-based rates instead of the typical hourly-based approach, for instance.']",['ui'],['price'],[''],0,0,
542,"['While Freshbooks is really simple to utilize, it's lacking an essential features in tracking time. As a knowledge worker, it's imperative to have a tracker running in the dock. That way, I get to track my actual time instead of having to do the guesswork on the time spent on a certain task. They're headquartered in Canada and their only main area of concentration is North America-based businesses.']",['ease of use'],['accounting method'],[''],1,0,
543,"['One downside with this is that whenever I'm out of an allotted number of projects/clients, I'd resort to either deleting or archiving some. I frequently have repeat clients. This can be bad thing, but it can be easier to have them re-instated clients I've archived.']",['backup'],[''],[''],0,,
544,"['FreshBooks cannot be used for complete double-entry bookkeeping. It can be used only to track income and expenses. You cannot use it to track Balance Sheet things, manage deposits other than from invoice payments, or to reconcile bank accounts. Another disadvantage is there is no integration with QuickBooks Online.']",['accounting method'],['functionality'],[''],0,0,
545,"['We bill in both US and Canadian dollars and Strip allows that, which Freshbooks supports, however, a few years ago, they got a bug in the API that prevents recurring profile update in anything except your base currency.']",['accounting method'],['security'],[''],0,0,
546,['QuickBooks Enterprise offers amazing features to make it easy to run all aspects of our business. There are many details and options available in the software and we use most of them daily to run the tasks of our small business.'],['ease of use'],['functionality'],[''],1,1,
547,"['I love that QuickBooks Enterprise is so easy to use. It offers a larger database than other QB solutions and hence is a good app for big companies as it can manage a higher volume of inventory items, bills, invoices, etc.']",['ease of use'],['accounting method'],[''],1,1,
